Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2000-01-03,16.23128890991211,16.668005203452346,16.025061771295885,16.668005203452346,4387600
2000-01-04,16.23128890991211,16.328336975143273,16.01293076314199,16.097847820219258,3702400
2000-01-05,16.522422790527344,16.801435803876927,16.1220997713736,16.1220997713736,5567600
2000-01-06,17.226022720336914,17.310939733747027,16.55881761497175,16.55881761497175,4353400
2000-01-07,17.52930450439453,17.638483563591453,17.274553366268382,17.46864947150735,4487400
2000-01-10,17.056188583374023,17.480773647682764,17.019795577861846,17.480773647682764,2104800
2000-01-11,16.898487091064453,17.25028617623378,16.874225085190705,17.056190129243806,2791200
2000-01-12,16.837831497192383,17.007665532466657,16.66799746191811,16.898486509790338,2992600
2000-01-13,16.99553871154785,17.323075860164405,16.716525584948567,16.789311617974466,3253400
2000-01-14,16.886350631713867,16.971267624833118,16.607337654322045,16.655861650390186,3673000
2000-01-18,17.335203170776367,17.37159617953237,16.87422505986699,16.983404086135,4317400
2000-01-19,17.068321228027344,17.27454827911225,17.03192821901236,17.27454827911225,5027000
2000-01-20,16.983409881591797,17.116850959232874,16.849968803950716,17.116850959232874,3419800
2000-01-21,17.189632415771484,17.444383496033446,17.044060369907506,17.056191373729504,3947800
2000-01-24,17.238155364990234,17.541430441784573,17.068321321985405,17.371596398779744,3536600
2000-01-25,17.189632415771484,17.56569353425343,17.00766735844151,17.238156431059476,3854600
2000-01-26,17.031919479370117,17.420111376335818,16.789299543766553,17.32306340209439,2681000
2000-01-27,16.364723205566406,17.007666370796223,16.219151168155882,16.947011355208502,3550800
2000-01-28,16.025054931640625,16.24341298521332,15.891613898901754,16.2191509792608,4066000
2000-01-31,16.23128890991211,16.291943950681585,15.673262534832917,15.928013706064721,3660600
2000-02-01,16.146360397338867,16.3889803882831,16.012919402319536,16.1827533959805,2611600
2000-02-02,16.03718376159668,16.291934789579685,16.00079075759911,16.049314762929203,3418800
2000-02-03,15.806696891784668,16.01292394256006,15.648993852956425,15.940137924639334,3512800
2000-02-04,15.248664855957031,15.770297782612682,15.212271861074079,15.770297782612682,4224200
2000-02-07,15.345712661743164,15.527677634016799,15.224402680227408,15.35784365989474,3135600
2000-02-08,15.200151443481445,15.66112969954872,15.200151443481445,15.551950638901209,3567400
2000-02-09,14.55720043182373,15.272929453055063,14.545069431463878,15.22440545161565,4802400
2000-02-10,14.909008979797363,15.030319060999945,14.532947728069358,14.6663888173922,3832600
2000-02-11,14.363107681274414,15.066705861607113,14.011308591108065,15.018181849170377,5019800
2000-02-14,14.326712608337402,14.64211864374534,14.290319604251872,14.399498616508465,5039800
2000-02-15,15.04244613647461,15.078839151320919,14.448026893984887,14.448026893984887,6143400
2000-02-16,15.230836868286133,15.451041738670993,15.132968037003973,15.218603264375863,4749200
2000-02-17,15.218606948852539,15.304242196957015,14.986168418283247,15.292008590084947,3735800
2000-02-18,14.91276741027832,15.218607595066636,14.839365765929124,15.169673165500505,3570400
2000-02-22,14.814898490905762,14.912767349640069,14.533525522044627,14.692562417487878,3526400
2000-02-23,14.33779525756836,14.692570054897269,14.25215996166138,14.680336441196271,3770000
2000-02-24,13.983012199401855,14.398954819506548,13.970778592928188,14.350020393611878,5415600
2000-02-25,13.909610748291016,14.239918127538033,13.689405828793005,14.093114847872691,6453400
2000-02-28,14.594685554504395,14.668087158299052,13.872903117190264,13.909603919087592,5097800
2000-02-29,14.619161605834961,14.765964902295227,14.374489445067848,14.59469438975825,4296600
2000-03-01,14.729263305664062,14.802664950044448,14.215451795001362,14.594693624300023,4633400
2000-03-02,14.814898490905762,15.157439496475837,14.6680952028043,14.75373045419682,4050400
2000-03-03,14.594685554504395,14.753722362726153,14.39894794438531,14.594685554504395,4637600
2000-03-06,14.48459243774414,14.631395739478034,14.423424395355019,14.570227697088912,2814400
2000-03-07,15.854752540588379,16.050490226274654,14.582457583627583,14.594691188982976,5600000
2000-03-08,15.866988182067871,16.515369349106884,15.61008243663732,15.683484078188906,7262800
2000-03-09,16.295164108276367,16.441967388531108,15.610082133754238,15.720184593945294,4307200
2000-03-10,15.732421875,16.601008152702178,15.548917731823483,16.356335961800156,5384600
2000-03-13,15.622319221496582,16.39303661456963,15.610085612082724,15.842524190946024,4170800
2000-03-14,16.22176742553711,16.270701867243105,15.524451631226691,15.659021345918177,4209400
2000-03-15,16.42973518371582,16.44196879144755,15.830288404860962,16.22176385227638,3756200
2000-03-16,16.4664249420166,17.0291705195298,15.989314561081498,16.282920949349254,5194400
2000-03-17,16.307401657104492,16.44197136320213,16.111663902780656,16.42973775355689,4251000
2000-03-20,16.23399543762207,16.454200349360725,15.989323313468006,16.356331499699102,2280400
2000-03-21,16.833446502685547,16.93131537770116,16.246233252591864,16.246233252591864,3546000
2000-03-22,16.441972732543945,16.78451383113861,16.136132465941564,16.53984161785671,2794200
2000-03-23,16.564306259155273,16.796744825568826,16.099429126328168,16.246232431431466,4197800
2000-03-24,16.760040283203125,16.821208313433793,16.58876979855725,16.58876979855725,2815200
2000-03-27,16.55206298828125,16.808968622245704,16.13612053329118,16.47866137857712,3774200
2000-03-28,16.613245010375977,16.784515577493252,16.295171100015317,16.35633915970006,3260800
2000-03-29,17.32278060913086,17.4206494261316,16.576530879500222,16.600998083750408,5306200
2000-03-30,18.044572830200195,18.056806438898636,17.432892395278156,17.457359612675038,7823200
2000-03-31,18.09349822998047,18.448272705078125,17.983395806674302,18.056797422211748,6282000
2000-04-03,18.069032669067383,18.350405554232278,17.909995820930703,18.130200687581493,3577200
2000-04-04,17.579696655273438,18.252545170263026,17.494061389729307,18.117975467265108,7643400
2000-04-05,17.12705421447754,17.75096833229065,17.102586994171144,17.54299695968628,2959200
2000-04-06,17.408424377441406,17.579694891344555,17.090350565906988,17.22492025540232,2299000
2000-04-07,16.919078826904297,17.40842311690876,16.894611612404073,17.40842311690876,2876000
2000-04-10,16.84567642211914,17.114815769458733,16.662172321660325,16.723340355146597,2417600
2000-04-11,17.35948944091797,17.51852634206803,16.94354677637166,16.94354677637166,3443400
2000-04-12,17.420663833618164,17.70203691520048,17.31056132343378,17.48183189483171,2795400
2000-04-13,17.01694679260254,17.408422204078658,17.01694679260254,17.408422204078658,5013200
2000-04-14,16.772268295288086,17.041407538538515,16.72333388742437,17.029173936572587,3769400
2000-04-17,16.23399543762207,16.772274110761007,16.111659375545038,16.637704442476274,3983000
2000-04-18,16.55206298828125,16.62546459798538,16.111653330056473,16.197288541377958,3010400
2000-04-19,16.588773727416992,16.857913124174495,16.429736811151194,16.50313846481233,3027000
2000-04-20,16.894611358642578,16.894611358642578,16.27069739825824,16.27069739825824,2225200
2000-04-24,16.686635971069336,17.09034490585327,16.625467950647526,16.698869575153697,2998400
2000-04-25,16.601003646850586,16.870142983792896,16.45420037215478,16.71110610287244,3206000
2000-04-26,16.894611358642578,16.943545786908015,16.72334085971354,16.870144144509858,2055600
2000-04-27,17.310550689697266,17.420653132246578,16.894608128955426,16.894608128955426,2895600
2000-04-28,16.66217041015625,17.310551490727676,16.66217041015625,17.114813806026866,2810200
2000-05-01,16.894611358642578,17.322787605965164,16.7355744667799,16.7355744667799,2961200
2000-05-02,17.481826782226562,17.604162868876156,17.053650478952996,17.065884087617953,3557800
2000-05-03,17.090349197387695,17.506291840702787,17.090349197387695,17.506291840702787,2793800
2000-05-04,17.29831886291504,17.4451221347361,17.139281985108887,17.139281985108887,1928200
2000-05-05,17.76319694519043,17.76319694519043,17.23715185659319,17.347254316997265,2409600
2000-05-08,17.971162796020508,18.191367649885976,17.763191545147567,17.8243595601102,3292000
2000-05-09,17.64085578918457,17.958929471929924,17.396183725534296,17.94669586874741,1992000
2000-05-10,17.787660598754883,17.983398266966766,17.506287700700298,17.506287700700298,2675600
2000-05-11,18.277000427246094,18.28923402860302,17.78765637296909,17.78765637296909,3395000
2000-05-12,18.45439910888672,18.460515913364308,18.130208471574488,18.20361012530556,3320400
2000-05-15,18.399343490600586,18.546146763131972,18.289241036202046,18.36264267246774,3337600
2000-05-16,18.191375732421875,18.39934707569771,18.020105214430007,18.39934707569771,3079800
2000-05-17,17.999176025390625,18.073094612763892,17.7527807341464,17.888298144330722,3003200
2000-05-18,17.912944793701172,18.14702041342629,17.814386638027436,18.048462257752554,1768400
2000-05-19,18.393430709838867,18.51662850427851,17.87599997319236,17.937598870412184,2767800
2000-05-22,18.541255950927734,18.701412979075283,18.393418694176148,18.491976865343872,3359600
2000-05-23,18.38109016418457,18.46732852286372,18.048456494993562,18.46732852286372,2436200
2000-05-24,18.578222274780273,18.615181602913125,18.282547649717458,18.405745410160296,3430600
2000-05-25,18.368778228759766,18.50429570730863,18.023824646999017,18.50429570730863,2944800
2000-05-26,18.011512756347656,18.52894335536722,17.962233651679128,18.491984026865822,2299800
2000-05-30,17.999176025390625,18.073094612763892,17.85133885064409,18.023815554515046,2054400
2000-05-31,18.220943450927734,18.418059810099365,18.048466636652556,18.097745726445464,2577800
2000-06-01,17.937593460083008,18.220948301828827,17.629599066881035,18.220948301828827,2455200
2000-06-02,17.851346969604492,17.851346969604492,17.506393404974453,17.740469038116267,4548400
2000-06-05,17.82670021057129,17.986857157867366,17.789740915041424,17.888299036454395,2703200
2000-06-06,18.30717658996582,18.368775434481183,17.826705602745992,17.839025371649065,2582000
2000-06-07,18.2086124420166,18.51660656316032,18.073095028713368,18.50428679831457,3026200
2000-06-08,18.245588302612305,18.33182673483262,18.097750990234623,18.220948750549358,2089800
2000-06-09,18.13471221923828,18.36878798837247,18.036154000655465,18.331828656403914,3247800
2000-06-12,18.30717658996582,18.627490581445706,18.282537052159675,18.294856821062748,4403400
2000-06-13,18.085418701171875,18.196296608740365,18.023819863633822,18.134697771202315,3726600
2000-06-14,18.38109016418457,18.615165709170835,18.147014619198305,18.147014619198305,4136000
2000-06-15,18.356464385986328,18.51662145781037,18.134708440383807,18.344144611230632,2941800
2000-06-16,18.282533645629883,18.66444641046447,18.25789411241475,18.25789411241475,4890200
2000-06-19,18.011512756347656,18.418065369863026,17.826716113840668,18.39342581752876,3055400
2000-06-20,17.78974151611328,18.011497296785056,17.678863625777396,18.011497296785056,3538800
2000-06-21,17.989944458007812,18.110062217614438,17.641910949403997,17.76510865156464,3511400
2000-06-22,17.65423011779785,18.2455790680102,17.61727080840958,18.097741830457114,2522800
2000-06-23,17.69118881225586,17.839026044670252,17.62958996541653,17.654229504152262,2062600
2000-06-26,17.49098777770996,17.83902116719424,17.481747953210377,17.678864209201475,2193200
2000-06-27,17.432466506958008,17.51870485716911,17.395507214010394,17.51870485716911,3088800
2000-06-28,17.263080596923828,17.420157690669253,17.161442477441494,17.395518146552327,2898200
2000-06-29,17.078285217285156,17.333920505478964,17.0505657282039,17.124484365753915,2383200
2000-06-30,16.717926025390625,17.173757464550132,16.668646950886895,17.075199315542672,5210600
2000-07-03,16.936607360839844,17.07520480241791,16.730251170045833,16.754890715215268,1704400
2000-07-05,16.262102127075195,16.767212874961622,16.17586370670434,16.767212874961622,4520200
2000-07-06,16.47153663635254,16.828810056288383,16.323699359137706,16.323699359137706,3421600
2000-07-07,16.54852867126465,16.791844093753,16.50848942452606,16.55776849743509,2845600
2000-07-10,16.557777404785156,16.791853127025423,16.557777404785156,16.57009717963991,1892200
2000-07-11,17.149126052856445,17.260004023025775,16.582416427546534,16.582416427546534,2678800
2000-07-12,16.8873291015625,17.161444055062237,16.8873291015625,17.161444055062237,3279400
2000-07-13,16.54852867126465,16.9396813124801,16.409931278707994,16.915041776025582,3753200
2000-07-14,16.50848960876465,16.50848960876465,16.299053546563904,16.496169840399897,2709000
2000-07-17,16.295982360839844,16.656335779138516,16.286742529601415,16.557777579261955,2861800
2000-07-18,16.052663803100586,16.446896528886633,15.954105621654074,16.175861529908726,3793600
2000-07-19,16.15121841430664,16.212817264094234,16.08961956451905,16.138898644349123,2491800
2000-07-20,15.769311904907227,16.163544702529908,15.769311904907227,16.163544702529908,2726600
2000-07-21,15.473634719848633,15.818588360100035,15.473634719848633,15.76930926863555,3367000
2000-07-24,15.251877784729004,15.559872085713032,15.239558012689644,15.510592997555587,4472000
2000-07-25,15.239555358886719,15.39971236750881,15.15331696962867,15.375072827720796,4068600
2000-07-26,15.239555358886719,15.57218914602491,15.239555358886719,15.473630986872854,5404200
2000-07-27,15.954113006591797,15.991072341742203,15.362763644185305,15.375083422568775,4901800
2000-07-28,15.88326358795166,16.237456978026206,15.818584794981525,16.015701116414316,2873200
2000-07-31,15.569108009338379,16.126577554282047,15.51058910683048,15.76930425476014,3118600
2000-08-01,15.547550201416016,15.806265379094095,15.473631579222278,15.473631579222278,2891600
2000-08-02,15.732341766357422,15.818580131560635,15.64610340115421,15.64610340115421,3739200
2000-08-03,15.769311904907227,15.966428303718567,15.547555956244468,15.818591004610061,3113800
2000-08-04,15.636868476867676,15.818585089066849,15.301154735686156,15.510590831102151,3283000
2000-08-07,15.907913208007812,16.07731015407566,15.695397039304513,15.707716817200357,2206600
2000-08-08,15.840137481689453,15.917136011155181,15.707700011008402,15.769298834580985,2108200
2000-08-09,16.280580520629883,16.40993814111162,15.978746072839167,16.064984486493657,4060600
2000-08-10,16.533124923706055,16.619363280238055,16.286729619328916,16.286729619328916,2548800
2000-08-11,16.557777404785156,16.668655378477915,16.385300556818645,16.520818080220906,3094600
2000-08-14,16.631694793701172,16.693293663307475,16.40993886311849,16.40993886311849,2507600
2000-08-15,16.459211349487305,16.804164880763985,16.459211349487305,16.65632765307398,2118000
2000-08-16,16.976364135742188,17.010509318681144,16.613183553573265,16.613183553573265,3550000
2000-08-17,17.320911407470703,17.432659223002773,16.91116941718645,16.973251536926487,3080200
2000-08-18,17.091205596923828,17.258827300925624,17.022915273071245,17.022915273071245,3106800
2000-08-21,17.2340030670166,17.32091806807504,16.985674492563913,17.12225520851289,1498800
2000-08-22,17.209169387817383,17.420248666022935,17.134670819038952,17.283667956595814,1903600
2000-08-23,17.656158447265625,17.81757199143894,17.320914932444126,17.40782991776822,4678000
2000-08-24,17.122243881225586,17.27124092732762,17.06016177868307,17.209158824785106,3075600
2000-08-25,17.258832931518555,17.382997197212934,17.022920826699234,17.196750798671367,2516400
2000-08-28,17.2712459564209,17.49474159065208,17.06016674631367,17.109832442809488,1837600
2000-08-29,17.085004806518555,17.358166220576265,17.07258837860684,17.258834797282553,1724400
2000-08-30,16.908071517944336,17.07258919564785,16.87392633955304,17.047756338636,1886400
2000-08-31,16.790111541748047,17.07258522455431,16.762174584107868,17.010503096465023,2609800
2000-09-01,16.97945785522461,17.196745250081232,16.824252573184165,16.824252573184165,3277000
2000-09-05,17.072582244873047,17.320910713889383,16.973250857266514,17.14708078557795,1721600
2000-09-06,17.507158279418945,17.618906098223746,17.19674767162783,17.19674767162783,2794000
2000-09-07,17.544414520263672,17.78032667587939,17.519581661777806,17.78032667587939,3450000
2000-09-08,17.22157859802246,17.469907056537565,17.134663637542175,17.35815925020577,2740600
2000-09-11,17.74306869506836,17.87964934982396,17.22157892236516,17.22157892236516,3479000
2000-09-12,17.594074249267578,17.78032062452447,17.46990999909632,17.65615637435321,3381400
2000-09-13,17.60649871826172,17.767912317230266,17.50716727274261,17.631331579641493,2504800
2000-09-14,17.398513793945312,17.606488891928244,17.345743992964568,17.606488891928244,1576600
2000-09-15,17.916902542114258,18.16523105967648,17.432661932867926,17.432661932867926,7437600
2000-09-18,17.879650115966797,18.33905779255761,17.879650115966797,18.05348004764981,5081800
2000-09-19,17.494747161865234,17.817574291892555,17.494747161865234,17.805157863814582,3819800
2000-09-20,17.283662796020508,18.003815412521362,17.221580673908363,17.75548692407279,7055000
2000-09-21,16.94842529296875,17.246419583834136,16.811844576322116,17.209170297475964,4706600
2000-09-22,16.737348556518555,17.1719236303154,16.625600680399366,16.911178586037295,4486600
2000-09-25,16.44866180419922,16.62559589041159,16.203437368922422,16.489015192282743,4483400
2000-09-26,16.551095962524414,16.849090188406326,16.501430258210764,16.638010945073304,4283400
2000-09-27,16.973251342773438,17.010500614191375,16.451761542922316,16.575925780982107,3351400
2000-09-28,16.715621948242188,17.072594376106228,16.68768497562674,16.97326291791797,3668200
2000-09-29,16.936002731323242,17.258829762858728,16.824254912714803,16.824254912714803,2704400
2000-10-02,17.22157859802246,17.395408518983036,17.060165099987646,17.122247214616422,2319400
2000-10-03,17.258832931518555,17.432662903490684,17.17191794553249,17.320915064365742,2425200
2000-10-04,16.849092483520508,17.39541530538853,16.78701034467187,17.3829988776188,2891000
2000-10-05,16.985671997070312,17.04775413156253,16.57592990942169,16.84909130118744,2979000
2000-10-06,16.762174606323242,17.320913759867352,16.65042677561442,16.985670267740886,2542400
2000-10-09,17.085004806518555,17.15950337398884,16.849092676195987,16.849092676195987,1701200
2000-10-10,17.320911407470703,17.482324918794802,17.02291723271852,17.18433074404262,3105800
2000-10-11,17.209169387817383,17.668577228617703,17.097421534649737,17.668577228617703,6095200
2000-10-12,17.34575080871582,17.59407938149629,17.196753665047538,17.209170093686563,8978800
2000-10-13,16.737348556518555,17.27125507575468,16.687682833798917,17.221589353035043,4028600
2000-10-16,16.290361404418945,16.302777838416215,15.595041100571796,15.893035516506288,17911000
2000-10-17,16.464181900024414,16.464181900024414,16.042023389767376,16.191020511034566,8662800
2000-10-18,16.38968276977539,16.563512738545736,16.240685653686523,16.563512738545736,4954600
2000-10-19,16.352434158325195,16.526264134191976,16.19102060930604,16.265519170391805,4096400
2000-10-20,16.575923919677734,16.638006031736452,16.340011893854605,16.35242831626635,5374800
2000-10-23,16.402099609375,16.613178862485807,16.265518916185655,16.588346009178654,4619800
2000-10-24,16.340023040771484,16.575935227530344,16.290357317243306,16.575935227530344,5664000
2000-10-25,16.191015243530273,16.526258657315026,16.091683861668123,16.38967800725457,3913800
2000-10-26,16.290361404418945,16.513857216369814,16.253112102427135,16.489024348375274,5642400
2000-10-27,15.955107688903809,16.377266180283367,15.89302555781858,16.377266180283367,2643200
2000-10-30,16.215852737426758,16.26551844259499,15.768861390912697,15.768861390912697,3440000
2000-10-31,16.315181732177734,16.40209670335372,16.00477112083493,16.215850336548037,3298000
2000-11-01,16.451766967773438,16.712511953677772,16.402101256172614,16.43935053987323,3368200
2000-11-02,15.992353439331055,16.46417753148523,15.992353439331055,16.46417753148523,4447000
2000-11-03,16.104106903076172,16.27793689277784,15.95510976904617,16.128939758747837,4187800
2000-11-06,16.402099609375,16.45176531598931,16.004773956460543,16.079272516382,3492800
2000-11-07,16.30277442932129,16.57593592014008,16.191026546713605,16.402105880528122,3348800
2000-11-08,16.48900604248047,16.551088143544025,16.38967468077878,16.38967468077878,2349200
2000-11-09,16.56351089477539,16.712507994278617,16.439346645189367,16.56351089477539,2874400
2000-11-10,16.712501525878906,16.836665727408466,16.57592090419639,16.57592090419639,3871200
2000-11-13,16.513845443725586,16.94842032382363,16.41451404256032,16.898754623240997,2828400
2000-11-14,16.737348556518555,16.849096432637744,16.526269234960086,16.526269234960086,3050400
2000-11-15,16.804908752441406,17.005116153810775,16.729830976927893,16.87998652795492,2583600
2000-11-16,16.792390823364258,16.86746857667289,16.62972235786222,16.75485194670994,1992400
2000-11-17,16.767372131347656,16.77988509562478,16.567164702913654,16.667268417130654,2014400
2000-11-20,16.754854202270508,16.967574531948326,16.742341241701222,16.87998380796334,1881600
2000-11-21,17.01763343811035,17.105224198453566,16.692296328264124,16.767374122844025,2951000
2000-11-22,16.980085372924805,17.03013720895406,16.879981700866296,17.017624249946746,2481000
2000-11-24,16.879989624023438,17.005119272830136,16.81742479962009,17.005119272830136,1067000
2000-11-27,16.99260139465332,17.042653239703846,16.81741993697648,17.042653239703846,2285800
2000-11-28,17.1803035736084,17.217842474351897,17.0301479706344,17.1677906066939,5185400
2000-11-29,16.44203758239746,17.20532852039308,16.429524616200812,17.18030258799978,5351400
2000-11-30,16.3919734954834,16.62971967595224,16.116688444414212,16.554641934751555,4079800
2000-12-01,16.542133331298828,16.617211092257826,16.379464849221,16.50459445081933,3436000
2000-12-04,16.617218017578125,16.779886567448994,16.467062433081935,16.4920883638313,3926200
