Price,Close,High,Low,Open,Volume
Ticker,KMI,KMI,KMI,KMI,KMI
Date,,,,,
2011-02-11,15.582770347595215,16.129798446595863,15.432212559175417,15.908980484543235,50610600
2011-02-14,15.407125473022461,15.708241158516683,15.40712547302246,15.582775970486283,6275900
2011-02-15,15.527570724487305,15.63296101472461,15.422179477026653,15.507495836504953,4337800
2011-02-16,15.417156219482422,15.778496439075873,15.387044853590657,15.582770167721733,4627100
2011-02-17,15.331839561462402,15.602844720436822,15.311765637032654,15.39708196961093,3290700
2011-02-18,15.743370056152344,15.748387820628803,15.25656458073298,15.397085916656055,2583800
2011-02-22,15.417156219482422,15.773477718556734,15.412137498963284,15.627937695170914,2454300
2011-02-23,15.266602516174316,15.507495422186446,15.181286158975439,15.437235230572071,2671200
2011-02-24,15.286674499511719,15.382028288289499,15.206376874400913,15.331842033289446,1698000
2011-02-25,15.306755065917969,15.432220271376313,15.206382518661872,15.321811235173447,2225900
2011-02-28,15.306755065917969,15.452295163716952,15.26660623846024,15.341885170290535,2380400
2011-03-01,15.281652450561523,15.447266375567578,15.171242529075535,15.382023975194414,1908000
2011-03-02,15.34188175201416,15.402105458394274,15.186305199931931,15.341881752014162,2197000
2011-03-03,15.442251205444336,15.442251205444336,15.32180477386423,15.397083673948902,1901800
2011-03-04,15.482397079467773,15.527564602396406,15.38704331359366,15.45730347938355,892300
2011-03-07,15.507490158081055,15.57775128306821,15.407118626592677,15.527565038712526,1049600
2011-03-08,15.542625427246094,15.577756480071482,15.457309070545344,15.457309070545344,827400
2011-03-09,15.43221664428711,15.54764437644574,15.427197922381518,15.507495558424333,294100
2011-03-10,15.106000900268555,15.412135147442774,14.930349537791136,15.412135147442774,2715200
2011-03-11,15.106000900268555,15.296707464783266,15.04075850069724,15.106000900268555,1896900
2011-03-14,15.050792694091797,15.166220351856195,14.955438953788608,15.055811412762777,1967700
2011-03-15,14.995595932006836,15.156192145479277,14.855075561400394,14.960465839355225,1968400
2011-03-16,15.080910682678223,15.136115655119823,14.935371606091005,15.000613063066696,2062200
2011-03-17,15.131098747253418,15.261582634062547,15.085931211157057,15.1561923546532,1511400
2011-03-18,15.306755065917969,15.306755065917967,15.095973482459009,15.161214968118983,1906600
2011-03-21,15.467341423034668,15.557676471833252,15.256559961578976,15.321802366699286,1253000
2011-03-22,15.407125473022461,15.547645870993518,15.341883039201537,15.507497049112727,1014700
2011-03-23,15.06585693359375,15.39206616445121,15.030726841270779,15.321805979805266,2570500
2011-03-24,15.080910682678223,15.1812831858042,15.005631783945308,15.106004287071283,1411600
2011-03-25,14.814925193786621,15.10098558363601,14.804887752017803,15.06083677378387,2687100
2011-03-28,14.865107536315918,15.020684013927974,14.83499521892813,14.925330256645736,1552900
2011-03-29,14.950427055358887,15.000612347304124,14.824961911049623,14.930352172802325,1313800
2011-03-30,14.90024185180664,15.000613399963717,14.8450368781252,14.990576915204215,769700
2011-03-31,14.875143051147461,14.990571679183887,14.809901615494542,14.955440644515432,884400
2011-04-01,14.80488395690918,14.980535313944204,14.799865237311277,14.950423953579678,1869200
2011-04-04,14.774774551391602,14.905258406532681,14.679420780861,14.7747745513916,1177900
2011-04-05,14.774774551391602,14.875146084961115,14.553955645981846,14.799867195478225,1021200
2011-04-06,14.78481388092041,14.79987004460466,14.65934872188793,14.78481388092041,725100
2011-04-07,14.664361000061035,14.834993617952506,14.619193486076659,14.814919699083216,1226100
